Dataset_name,Model_name,Calibration_metric,num_classes,num_instances,dataset_type,class_imbalance_ratio,actual_predictions_entropy,Confidence_Mean,Confidence_Median,Confidence_Std,Confidence_Var,Confidence_Entropy,Confidence_Skewness,Confidence_Kurtosis,Confidence_Min,Confidence_Max,Classification_Log_loss,Classification_Accuracy,Classification_Precision_Micro,Classification_Precision_Macro,Classification_Precision_Weighted,Classification_Recall_Micro,Classification_Recall_Macro,Classification_Recall_Weighted,Classification_F1_Micro,Classification_F1_Macro,Classification_F1_Weighted,ECE_before,MCE_before,ConfECE_before,brier_score_before,Wasserstein_Mean,Wasserstein_Median,Wasserstein_Std,Wasserstein_Var,Wasserstein_Entropy,Wasserstein_Skewness,Wasserstein_Kurtosis,Wasserstein_Min,Wasserstein_Max,KL_Divergence_Mean,KL_Divergence_Median,KL_Divergence_Std,KL_Divergence_Var,KL_Divergence_Entropy,KL_Divergence_Skewness,KL_Divergence_Kurtosis,KL_Divergence_Min,KL_Divergence_Max,Jensen_Shannon_Mean,Jensen_Shannon_Median,Jensen_Shannon_Std,Jensen_Shannon_Var,Jensen_Shannon_Entropy,Jensen_Shannon_Skewness,Jensen_Shannon_Kurtosis,Jensen_Shannon_Min,Jensen_Shannon_Max,Bhattacharyya_Mean,Bhattacharyya_Median,Bhattacharyya_Std,Bhattacharyya_Var,Bhattacharyya_Entropy,Bhattacharyya_Skewness,Bhattacharyya_Kurtosis,Bhattacharyya_Min,Bhattacharyya_Max,Best_Cal
cars,RANDOM_FOREST,ConfECE,4,346,1,18.62,1.23426,0.06004,0.00242,0.16426,0.02698,5.92828,3.76947,14.48523,0.0,0.99501,0.10849,0.95954,0.95954,0.90147,0.96072,0.95954,0.92262,0.95954,0.95954,0.91164,0.95996,0.00431,0.06503,0.00431,0.06102,0.04316,0.05404,0.02356,0.00055,2.29748,-0.70742,-1.21677,0.00347,0.06532,1.06903,0.92518,0.68395,0.46779,2.27357,0.3435,-1.28954,0.19879,2.13826,0.33789,0.30878,0.15675,0.02457,2.40829,-0.17589,-1.00956,0.07835,0.53043,0.17879,0.11111,0.14463,0.02092,2.08653,0.51026,-1.44808,0.0084,0.3835,BETA
cars,SVM,ConfECE,4,346,1,18.62,1.3433,0.14459,0.0417,0.24593,0.06048,7.1996,2.49225,4.82012,0.03493,0.98653,0.2945,0.90462,0.90462,0.80428,0.91856,0.90462,0.91234,0.90462,0.90462,0.85088,0.90837,0.02233,0.24619,0.02233,0.14719,0.04354,0.04913,0.02364,0.00056,2.29712,-0.59126,-0.9848,0.00231,0.06879,1.02036,1.02554,0.64407,0.41483,2.24047,0.11089,-0.9081,0.05728,2.06342,0.32757,0.30153,0.16178,0.02617,2.38421,-0.13265,-1.13591,0.06702,0.52485,0.17124,0.1065,0.14376,0.02067,2.0452,0.50406,-1.47761,0.00629,0.37173,TEMPERATURESCALING
cars,XGBOOST,ConfECE,4,346,1,18.62,1.22373,0.0246,0.00386,0.11207,0.01256,5.30983,6.83225,48.58625,0.00386,0.98913,0.05338,0.98266,0.98266,0.98193,0.98391,0.98266,0.97698,0.98266,0.98266,0.97876,0.98286,0.00385,0.44444,0.00385,0.02524,0.03526,0.04104,0.01973,0.00039,2.28556,-0.55879,-1.18709,0.00231,0.05549,0.77333,0.55581,0.55351,0.30637,2.23847,0.83885,-0.74781,0.21001,1.79511,0.32029,0.28575,0.16207,0.02627,2.38419,0.05688,-1.31622,0.07915,0.52567,0.16371,0.09374,0.14649,0.02146,1.98967,0.55588,-1.50074,0.00897,0.36951,MIXANDMATCH
cars,ADABOOST,brier_score,4,346,1,18.62,1.14147,0.15588,0.0,0.24931,0.06216,6.73527,1.36361,0.46414,0.0,0.91176,0.24236,0.87861,0.87861,0.57303,0.86013,0.87861,0.69451,0.87861,0.87861,0.62075,0.86587,0.04062,0.30214,0.04062,0.16255,0.04634,0.05549,0.02148,0.00046,2.39769,-0.6538,-1.27959,0.01098,0.06647,3.31558,3.60484,1.72159,2.96389,2.37288,-0.01928,-1.35731,1.15469,5.87455,0.41503,0.44058,0.14549,0.02117,2.48766,-0.41494,-1.26725,0.17401,0.57552,0.27457,0.27989,0.15789,0.02493,2.31062,-0.10935,-1.50549,0.0441,0.47766,MIXANDMATCH
cars,DECISION_TREE,brier_score,4,346,1,18.62,1.22229,0.03902,0.0075,0.13634,0.01859,6.24605,6.5569,42.12903,0.0075,1.0,0.18982,0.97977,0.97977,0.93118,0.9802,0.97977,0.93734,0.97977,0.97977,0.93416,0.97988,0.00253,0.03232,0.00253,0.03886,0.03353,0.03844,0.01957,0.00038,2.24183,-0.53353,-1.13823,0.00058,0.05434,0.59316,0.34724,0.56334,0.31735,1.92559,0.90312,-0.56485,0.00011,1.66004,0.29703,0.27133,0.18107,0.03278,2.23476,-0.15946,-1.16491,0.00528,0.51619,0.14997,0.0837,0.14126,0.01995,1.8904,0.52639,-1.51528,3e-05,0.34721,MIXANDMATCH
cars,GRADIENT_BOOSTING,brier_score,4,346,1,18.62,1.22807,0.03242,0.00061,0.14567,0.02122,4.55284,5.36878,28.88796,0.0,1.0,0.11471,0.9711,0.9711,0.9559,0.97295,0.9711,0.95243,0.9711,0.9711,0.95335,0.97147,0.0158,0.65657,0.0158,0.04454,0.03719,0.04422,0.0219,0.00048,2.23226,-0.58565,-1.19534,0.00058,0.05954,0.85058,0.77667,0.6319,0.3993,2.13855,0.76956,-0.10297,0.00289,2.07308,0.31158,0.28203,0.17176,0.0295,2.31955,-0.15398,-1.08823,0.03167,0.52083,0.16027,0.09108,0.14326,0.02052,1.96766,0.53738,-1.48605,0.00145,0.35886,MATRIXSCALING
cars,NAIVE_BAYES,brier_score,4,346,1,18.62,0.90722,0.28861,0.24336,0.27304,0.07455,7.64729,0.54596,-0.78848,0.0,1.0,0.74673,0.79769,0.79769,0.72287,0.78078,0.79769,0.61015,0.79769,0.79769,0.6176,0.76876,0.04948,0.48778,0.04948,0.28429,0.07794,0.08815,0.04065,0.00165,2.34972,-0.42274,-1.37002,0.01503,0.12139,4.091,2.74408,3.35293,11.24214,2.11415,0.76299,-0.85443,0.63079,10.176,0.50126,0.54021,0.13918,0.01937,2.52536,-0.47805,-1.27258,0.27712,0.66275,0.40642,0.43002,0.22081,0.04875,2.34815,-0.04876,-1.32872,0.11277,0.72824,MIXANDMATCH
cars,RANDOM_FOREST,brier_score,4,346,1,18.62,1.22968,0.0576,0.0,0.16163,0.02613,5.70058,3.61295,13.49472,0.0,1.0,0.2842,0.95665,0.95665,0.90012,0.95754,0.95665,0.91938,0.95665,0.95665,0.90939,0.95699,0.00907,0.15768,0.00907,0.05863,0.04037,0.05116,0.02208,0.00049,2.29279,-0.73653,-1.19943,0.00289,0.06012,1.22602,1.29868,0.58061,0.3371,2.36796,-0.68955,-0.19637,0.12017,2.02382,0.35234,0.32688,0.16539,0.02735,2.40731,-0.10523,-1.12082,0.08733,0.56977,0.2051,0.12946,0.17323,0.03001,2.04838,0.58181,-1.29024,0.00912,0.48545,MIXANDMATCH
cars,SVM,brier_score,4,346,1,18.62,1.33627,0.11334,0.00461,0.22797,0.05197,6.56527,2.43986,5.20716,0.00461,1.0,0.40335,0.90462,0.90462,0.82452,0.91966,0.90462,0.91677,0.90462,0.90462,0.86475,0.90832,0.03729,0.50376,0.03729,0.12894,0.04904,0.06156,0.02708,0.00073,2.29498,-0.67591,-1.29998,0.00462,0.07399,2.05068,2.01534,1.09467,1.1983,2.36091,0.13493,-1.04305,0.46303,3.79017,0.36944,0.37043,0.14869,0.02211,2.44918,-0.49311,-0.80152,0.10479,0.53825,0.21427,0.18021,0.14303,0.02046,2.21784,0.18426,-1.40045,0.0151,0.40521,EMPIRICALBINNING
cars,XGBOOST,brier_score,4,346,1,18.62,1.22229,0.02322,0.00556,0.09737,0.00948,5.9564,8.24781,71.82466,0.0,0.98386,0.04633,0.99133,0.99133,0.99062,0.99165,0.99133,0.9969,0.99133,0.99133,0.99366,0.99139,0.01053,0.48381,0.01053,0.01969,0.03468,0.04104,0.02004,0.0004,2.25378,-0.58394,-1.19087,0.00116,0.05491,0.73869,0.52812,0.52462,0.27522,2.24028,0.90225,-0.43593,0.14364,1.74251,0.31574,0.28347,0.16581,0.02749,2.36342,0.0025,-1.29377,0.06424,0.52523,0.16039,0.09245,0.14455,0.0209,1.97129,0.53775,-1.5001,0.00592,0.36677,VECTORSCALING
cars,ADABOOST,log_loss,4,346,1,18.62,1.16664,0.16002,0.0,0.24991,0.06245,6.72415,1.17246,-0.18407,0.0,0.82022,0.24083,0.85838,0.85838,0.5606,0.84868,0.85838,0.68728,0.85838,0.85838,0.60927,0.84817,0.03927,0.30355,0.03927,0.16576,0.0448,0.05607,0.02413,0.00058,2.32647,-0.59902,-1.49959,0.01098,0.06705,2.91552,1.98773,1.98715,3.94877,2.26014,0.56397,-1.44632,1.14559,6.01086,0.41178,0.41718,0.15162,0.02299,2.47984,-0.2181,-1.34862,0.17401,0.59607,0.27191,0.23652,0.17757,0.03153,2.25372,0.25559,-1.44334,0.0441,0.52915,MIXANDMATCH
cars,DECISION_TREE,log_loss,4,346,1,18.62,1.22229,0.03689,0.00605,0.13624,0.01856,6.061,6.58685,42.43065,0.00605,0.99785,0.1057,0.97977,0.97977,0.93118,0.9802,0.97977,0.93734,0.97977,0.97977,0.93416,0.97988,0.00221,0.00221,0.00221,0.03903,0.03353,0.03844,0.01957,0.00038,2.24183,-0.53353,-1.13823,0.00058,0.05434,0.59316,0.34724,0.56334,0.31735,1.92559,0.90312,-0.56485,0.00011,1.66004,0.29703,0.27133,0.18107,0.03278,2.23476,-0.15946,-1.16491,0.00528,0.51619,0.14997,0.0837,0.14126,0.01995,1.8904,0.52639,-1.51528,3e-05,0.34721,DIRICHLET
cars,GRADIENT_BOOSTING,log_loss,4,346,1,18.62,1.24238,0.04806,0.00025,0.15279,0.02334,5.55868,4.32314,19.0542,0.0,0.97347,0.08554,0.96532,0.96532,0.92665,0.96939,0.96532,0.93492,0.96532,0.96532,0.9245,0.96577,0.01752,0.50564,0.01752,0.05112,0.03719,0.04364,0.01996,0.0004,2.3033,-0.66543,-1.01982,0.00231,0.0578,0.91659,0.7165,0.59587,0.35506,2.31157,1.17633,0.20882,0.26265,2.13835,0.33301,0.30327,0.15943,0.02542,2.40813,0.05849,-1.37065,0.09952,0.53802,0.17609,0.10778,0.15194,0.02309,2.0319,0.53226,-1.49389,0.0136,0.3963,PLATT
cars,NAIVE_BAYES,log_loss,4,346,1,18.62,0.79676,0.28614,0.26384,0.2676,0.07161,7.66081,0.47805,-1.01055,0.0,0.93333,0.43655,0.78613,0.78613,0.65636,0.75373,0.78613,0.55909,0.78613,0.78613,0.5599,0.7429,0.02102,0.12281,0.02102,0.28467,0.07987,0.10058,0.04393,0.00193,2.31273,-0.6029,-1.49889,0.01792,0.12023,3.43247,3.1519,2.3361,5.45735,2.205,0.08588,-1.59583,0.33903,6.69268,0.50646,0.54988,0.15253,0.02327,2.50655,-1.20984,0.17268,0.19312,0.65257,0.41595,0.44478,0.2029,0.04117,2.35987,-0.60888,-0.54384,0.04301,0.68116,MIXANDMATCH
cars,RANDOM_FOREST,log_loss,4,346,1,18.62,1.23877,0.06202,0.00023,0.16562,0.02743,5.89898,3.582,13.1392,0.0,0.99003,0.10719,0.95665,0.95665,0.89868,0.95822,0.95665,0.92159,0.95665,0.95665,0.90966,0.95718,0.00614,0.4931,0.00614,0.06244,0.04355,0.05462,0.02382,0.00057,2.29602,-0.70744,-1.22254,0.00347,0.0659,1.05842,0.8498,0.70418,0.49587,2.25656,0.44102,-1.28772,0.20279,2.18544,0.33981,0.31305,0.15552,0.02419,2.41365,-0.18084,-1.01823,0.08243,0.53002,0.1795,0.11456,0.14398,0.02073,2.09416,0.49867,-1.45149,0.00911,0.38148,BETA
cars,SVM,log_loss,4,346,1,18.62,1.3433,0.11731,0.01303,0.23295,0.05427,6.5721,2.36427,4.52938,0.0,0.98527,0.21602,0.90462,0.90462,0.80428,0.91856,0.90462,0.91234,0.90462,0.90462,0.85088,0.90837,0.03108,0.25195,0.03108,0.13442,0.04721,0.05925,0.02663,0.00071,2.26344,-0.72241,-1.16698,0.00173,0.07168,1.58237,1.23513,1.28125,1.6416,2.12794,0.90976,-0.36747,0.19808,4.05523,0.35382,0.32684,0.17111,0.02928,2.38751,-0.23067,-0.97293,0.06644,0.56073,0.20716,0.12706,0.17185,0.02953,2.05593,0.51349,-1.45472,0.00621,0.449,BETA
cars,XGBOOST,log_loss,4,346,1,18.62,1.21932,0.02325,0.00051,0.10056,0.01011,5.08973,6.98051,53.80208,0.0,0.96036,0.04078,0.98555,0.98555,0.98476,0.98643,0.98555,0.97801,0.98555,0.98555,0.9808,0.98567,0.00521,0.37808,0.00521,0.02123,0.03536,0.04191,0.0204,0.00042,2.24433,-0.61811,-1.12438,0.00058,0.05607,0.79055,0.57857,0.59702,0.35643,2.19401,1.03368,-0.02236,0.09642,1.98284,0.31721,0.28537,0.16884,0.02851,2.35234,-0.04346,-1.23083,0.05483,0.52732,0.16411,0.09339,0.14807,0.02193,1.96701,0.54263,-1.49806,0.00435,0.3714,BETA
cars1,ADABOOST,ECE,3,79,1,3.5,0.0,0.53762,0.37251,0.21527,0.04634,6.19259,0.50596,-1.72872,0.36306,0.84513,0.92356,0.62025,0.62025,0.20675,0.38471,0.62025,0.33333,0.62025,0.62025,0.25521,0.47488,0.00618,0.46746,0.00618,0.53854,0.05907,0.08861,0.04177,0.00174,1.0,-0.70711,-1.5,0.0,0.08861,5.97328,4.25395,2.43683,5.93813,1.47246,0.7071,-1.5,4.24641,9.41947,0.67172,0.79073,0.16998,0.02889,1.5351,-0.707,-1.5,0.43133,0.79309,1.14237,1.49795,0.60296,0.36356,1.33474,-0.6795,-1.5,0.29337,1.63578,PLATT
cars1,DECISION_TREE,ECE,3,79,1,3.5,0.0,0.53927,0.37179,0.21437,0.04595,6.19418,0.50498,-1.73205,0.37179,0.83333,0.92671,0.62025,0.62025,0.20675,0.38471,0.62025,0.33333,0.62025,0.62025,0.25521,0.47488,0.00795,0.00795,0.00795,0.54304,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-0.0,-0.0,MIXANDMATCH
cars1,GRADIENT_BOOSTING,ECE,3,79,1,3.5,1.32658,0.32149,0.12264,0.30947,0.09577,5.72576,1.0715,-0.62403,0.10777,0.94532,0.61808,0.74684,0.74684,0.62339,0.74332,0.74684,0.6267,0.74684,0.74684,0.6236,0.74426,0.08896,0.31406,0.08896,0.35099,0.03207,0.03797,0.01407,0.0002,1.42502,-0.55552,-1.5,0.01266,0.04557,1.22854,1.13963,0.35021,0.12265,1.52725,0.36444,-1.5,0.85104,1.69494,0.35753,0.39699,0.09021,0.00814,1.53596,-0.57246,-1.5,0.23274,0.44286,0.17066,0.19304,0.07107,0.00505,1.44485,-0.44108,-1.5,0.07462,0.24433,TEMPERATURESCALING
cars1,NAIVE_BAYES,ECE,3,79,1,3.5,1.39772,0.40855,0.54816,0.31952,0.10209,5.6407,-0.33918,-1.64812,0.0,0.8228,0.68282,0.65823,0.65823,0.6328,0.76428,0.65823,0.6352,0.65823,0.65823,0.58984,0.67559,0.04755,0.09238,0.04755,0.41066,0.03291,0.04051,0.01641,0.00027,1.36981,-0.59529,-1.5,0.01013,0.0481,8.86951,10.80992,4.77301,22.78165,1.32998,-0.54262,-1.5,2.30032,13.49828,0.57993,0.6662,0.16066,0.02581,1.52494,-0.65062,-1.5,0.35476,0.71883,0.77445,0.91236,0.43009,0.18498,1.31556,-0.44802,-1.5,0.19246,1.21852,AdaptiveTemperatureScaling
cars1,RANDOM_FOREST,ECE,3,79,1,3.5,1.30759,0.33495,0.17224,0.30843,0.09513,5.73217,0.85678,-0.89453,0.03801,0.98917,0.6399,0.73418,0.73418,0.60869,0.72689,0.73418,0.60587,0.73418,0.73418,0.60632,0.72997,0.08373,0.42745,0.08373,0.35404,0.03122,0.03038,0.01139,0.00013,1.48701,0.1107,-1.5,0.01772,0.04557,0.52351,0.61915,0.28828,0.08311,1.32018,-0.46112,-1.5,0.13247,0.81891,0.34559,0.38968,0.10324,0.01066,1.51518,-0.56268,-1.5,0.20301,0.44409,0.15769,0.17346,0.077,0.00593,1.39042,-0.29868,-1.5,0.05649,0.24311,VECTORSCALING
cars1,SVM,ECE,3,79,1,3.5,1.2411,0.37369,0.36842,0.32375,0.10482,5.59542,0.2135,-1.35209,0.0,1.0,1.08814,0.6962,0.6962,0.60684,0.70513,0.6962,0.56845,0.6962,0.6962,0.56771,0.68972,0.03534,0.36364,0.03534,0.39353,0.02363,0.02532,0.0043,2e-05,1.56003,-0.52838,-1.5,0.01772,0.02785,2.53357,1.56446,1.39206,1.93784,1.3829,0.70685,-1.5,1.53409,4.50217,0.4483,0.45054,0.05009,0.00251,1.57591,-0.06689,-1.5,0.38587,0.5085,0.26895,0.26002,0.05516,0.00304,1.55481,0.23852,-1.5,0.2063,0.34052,MIXANDMATCH
cars1,XGBOOST,ECE,3,79,1,3.5,1.24035,0.32607,0.11633,0.29971,0.08982,5.75695,0.99192,-0.59769,0.1,0.95506,0.61221,0.75949,0.75949,0.62821,0.73997,0.75949,0.6165,0.75949,0.75949,0.61565,0.74576,0.0313,0.11656,0.0313,0.33606,0.02363,0.03038,0.00955,9e-05,1.44888,-0.70711,-1.5,0.01013,0.03038,1.20494,1.70871,0.77092,0.59432,1.17198,-0.70116,-1.5,0.11571,1.79039,0.37556,0.41559,0.14354,0.0206,1.46932,-0.39663,-1.5,0.1832,0.52789,0.20831,0.21019,0.13768,0.01896,1.21848,-0.02052,-1.5,0.03875,0.37598,DIRICHLET
cars1,ADABOOST,MCE,3,79,1,3.5,0.0,0.53708,0.37246,0.21431,0.04593,6.19334,0.50533,-1.73019,0.36481,0.83279,0.92005,0.62025,0.62025,0.20675,0.38471,0.62025,0.33333,0.62025,0.62025,0.25521,0.47488,0.00749,0.00749,0.00749,0.53828,0.027,0.02532,0.00835,7e-05,1.51645,0.29413,-1.5,0.01772,0.03797,7.25384,6.6972,2.22568,4.95365,1.51804,0.35951,-1.5,4.84924,10.21509,0.49429,0.52949,0.05287,0.0028,1.57648,-0.70357,-1.5,0.41956,0.53381,0.40614,0.48395,0.11133,0.01239,1.52597,-0.70697,-1.5,0.2487,0.48577,PLATT
cars1,DECISION_TREE,MCE,3,79,1,3.5,0.0,0.53927,0.37179,0.21437,0.04595,6.19418,0.50498,-1.73205,0.37179,0.83333,0.92671,0.62025,0.62025,0.20675,0.38471,0.62025,0.33333,0.62025,0.62025,0.25521,0.47488,0.00795,0.00795,0.00795,0.54304,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-0.0,-0.0,MIXANDMATCH
cars1,GRADIENT_BOOSTING,MCE,3,79,1,3.5,0.0,0.66667,0.66667,0.0,0.0,6.30378,-999.0,-999.0,0.66667,0.66667,1.09861,0.17722,0.17722,0.05907,0.03141,0.17722,0.33333,0.17722,0.17722,0.10036,0.05336,0.15612,0.15612,0.15612,0.66667,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-0.0,-0.0,META
cars1,NAIVE_BAYES,MCE,3,79,1,3.5,1.39772,0.40855,0.54816,0.31952,0.10209,5.6407,-0.33918,-1.64812,0.0,0.8228,0.68282,0.65823,0.65823,0.6328,0.76428,0.65823,0.6352,0.65823,0.65823,0.58984,0.67559,0.04755,0.09238,0.04755,0.41066,0.03291,0.04051,0.01641,0.00027,1.36981,-0.59529,-1.5,0.01013,0.0481,8.86951,10.80992,4.77301,22.78165,1.32998,-0.54262,-1.5,2.30032,13.49828,0.57993,0.6662,0.16066,0.02581,1.52494,-0.65062,-1.5,0.35476,0.71883,0.77445,0.91236,0.43009,0.18498,1.31556,-0.44802,-1.5,0.19246,1.21852,AdaptiveTemperatureScaling
cars1,RANDOM_FOREST,MCE,3,79,1,3.5,1.23749,0.29737,0.07941,0.35933,0.12912,5.17426,0.7529,-1.05968,0.0,1.0,3.548,0.74684,0.74684,0.6186,0.7269,0.74684,0.59864,0.74684,0.74684,0.60603,0.73486,0.11326,0.13697,0.11326,0.37638,0.02869,0.03038,0.00835,7e-05,1.52057,-0.2952,-1.5,0.01772,0.03797,0.50355,0.5993,0.29753,0.08852,1.27177,-0.44938,-1.5,0.10084,0.81052,0.32812,0.38173,0.12826,0.01645,1.46097,-0.55396,-1.5,0.15124,0.45138,0.14836,0.16447,0.09433,0.0089,1.22823,-0.25125,-1.5,0.02562,0.25498,AdaptiveTemperatureScaling
cars1,SVM,MCE,3,79,1,3.5,1.18968,0.33955,0.0,0.35037,0.12276,5.27283,0.15937,-1.72661,0.0,1.0,1.86502,0.70886,0.70886,0.6,0.68608,0.70886,0.56718,0.70886,0.70886,0.57875,0.69342,0.07183,0.0743,0.07183,0.37678,0.03207,0.02785,0.01175,0.00014,1.49096,0.49194,-1.5,0.02025,0.0481,5.69254,6.79199,2.66022,7.07676,1.40085,-0.54934,-1.5,2.02696,8.25867,0.60878,0.58629,0.06261,0.00392,1.57744,0.49255,-1.5,0.54587,0.69419,0.68973,0.54165,0.22083,0.04877,1.515,0.70432,-1.5,0.52565,1.0019,AdaptiveTemperatureScaling
cars1,XGBOOST,MCE,3,79,1,3.5,0.93796,0.45946,0.66667,0.27964,0.0782,5.95806,-0.60865,-1.62955,0.08137,0.66667,0.73957,0.53165,0.53165,0.42484,0.6689,0.53165,0.52381,0.53165,0.53165,0.38601,0.52743,0.06706,0.08205,0.06706,0.43396,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.11638,0.17457,0.08229,0.00677,1.0,-0.70711,-1.5,0.0,0.17457,0.13825,0.20737,0.09776,0.00956,1.0,-0.70711,-1.5,0.0,0.20737,0.02953,0.04429,0.02088,0.00044,1.0,-0.70711,-1.5,-0.0,0.04429,META
cars1,ADABOOST,ConfECE,3,79,1,3.5,0.0,0.53762,0.37251,0.21527,0.04634,6.19259,0.50596,-1.72872,0.36306,0.84513,0.92356,0.62025,0.62025,0.20675,0.38471,0.62025,0.33333,0.62025,0.62025,0.25521,0.47488,0.00618,0.46746,0.00618,0.53854,0.05907,0.08861,0.04177,0.00174,1.0,-0.70711,-1.5,0.0,0.08861,5.97328,4.25395,2.43683,5.93813,1.47246,0.7071,-1.5,4.24641,9.41947,0.67172,0.79073,0.16998,0.02889,1.5351,-0.707,-1.5,0.43133,0.79309,1.14237,1.49795,0.60296,0.36356,1.33474,-0.6795,-1.5,0.29337,1.63578,PLATT
cars1,DECISION_TREE,ConfECE,3,79,1,3.5,0.0,0.53927,0.37179,0.21437,0.04595,6.19418,0.50498,-1.73205,0.37179,0.83333,0.92671,0.62025,0.62025,0.20675,0.38471,0.62025,0.33333,0.62025,0.62025,0.25521,0.47488,0.00795,0.00795,0.00795,0.54304,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-0.0,-0.0,MIXANDMATCH
cars1,GRADIENT_BOOSTING,ConfECE,3,79,1,3.5,1.32658,0.32149,0.12264,0.30947,0.09577,5.72576,1.0715,-0.62403,0.10777,0.94532,0.61808,0.74684,0.74684,0.62339,0.74332,0.74684,0.6267,0.74684,0.74684,0.6236,0.74426,0.08896,0.31406,0.08896,0.35099,0.03207,0.03797,0.01407,0.0002,1.42502,-0.55552,-1.5,0.01266,0.04557,1.22854,1.13963,0.35021,0.12265,1.52725,0.36444,-1.5,0.85104,1.69494,0.35753,0.39699,0.09021,0.00814,1.53596,-0.57246,-1.5,0.23274,0.44286,0.17066,0.19304,0.07107,0.00505,1.44485,-0.44108,-1.5,0.07462,0.24433,TEMPERATURESCALING
cars1,NAIVE_BAYES,ConfECE,3,79,1,3.5,1.39772,0.40855,0.54816,0.31952,0.10209,5.6407,-0.33918,-1.64812,0.0,0.8228,0.68282,0.65823,0.65823,0.6328,0.76428,0.65823,0.6352,0.65823,0.65823,0.58984,0.67559,0.04755,0.09238,0.04755,0.41066,0.03291,0.04051,0.01641,0.00027,1.36981,-0.59529,-1.5,0.01013,0.0481,8.86951,10.80992,4.77301,22.78165,1.32998,-0.54262,-1.5,2.30032,13.49828,0.57993,0.6662,0.16066,0.02581,1.52494,-0.65062,-1.5,0.35476,0.71883,0.77445,0.91236,0.43009,0.18498,1.31556,-0.44802,-1.5,0.19246,1.21852,AdaptiveTemperatureScaling
cars1,RANDOM_FOREST,ConfECE,3,79,1,3.5,1.30759,0.33495,0.17224,0.30843,0.09513,5.73217,0.85678,-0.89453,0.03801,0.98917,0.6399,0.73418,0.73418,0.60869,0.72689,0.73418,0.60587,0.73418,0.73418,0.60632,0.72997,0.08373,0.42745,0.08373,0.35404,0.03122,0.03038,0.01139,0.00013,1.48701,0.1107,-1.5,0.01772,0.04557,0.52351,0.61915,0.28828,0.08311,1.32018,-0.46112,-1.5,0.13247,0.81891,0.34559,0.38968,0.10324,0.01066,1.51518,-0.56268,-1.5,0.20301,0.44409,0.15769,0.17346,0.077,0.00593,1.39042,-0.29868,-1.5,0.05649,0.24311,VECTORSCALING
cars1,SVM,ConfECE,3,79,1,3.5,1.2411,0.37369,0.36842,0.32375,0.10482,5.59542,0.2135,-1.35209,0.0,1.0,1.08814,0.6962,0.6962,0.60684,0.70513,0.6962,0.56845,0.6962,0.6962,0.56771,0.68972,0.03534,0.36364,0.03534,0.39353,0.02363,0.02532,0.0043,2e-05,1.56003,-0.52838,-1.5,0.01772,0.02785,2.53357,1.56446,1.39206,1.93784,1.3829,0.70685,-1.5,1.53409,4.50217,0.4483,0.45054,0.05009,0.00251,1.57591,-0.06689,-1.5,0.38587,0.5085,0.26895,0.26002,0.05516,0.00304,1.55481,0.23852,-1.5,0.2063,0.34052,MIXANDMATCH
cars1,XGBOOST,ConfECE,3,79,1,3.5,1.24035,0.32607,0.11633,0.29971,0.08982,5.75695,0.99192,-0.59769,0.1,0.95506,0.61221,0.75949,0.75949,0.62821,0.73997,0.75949,0.6165,0.75949,0.75949,0.61565,0.74576,0.0313,0.11656,0.0313,0.33606,0.02363,0.03038,0.00955,9e-05,1.44888,-0.70711,-1.5,0.01013,0.03038,1.20494,1.70871,0.77092,0.59432,1.17198,-0.70116,-1.5,0.11571,1.79039,0.37556,0.41559,0.14354,0.0206,1.46932,-0.39663,-1.5,0.1832,0.52789,0.20831,0.21019,0.13768,0.01896,1.21848,-0.02052,-1.5,0.03875,0.37598,DIRICHLET
